0,1,2,3,4,5,6,7,8,9,10
roll products ,root vegetables,mayonnaise,,,,,,,,
yogurt,napkins,,,,,,,,,
bottled beer,canned beer,,,,,,,,,
pork,napkins,,,,,,,,,
beef,whole milk,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
yogurt,pastry,,,,,,,,,
chicken,cream cheese ,,,,,,,,,
dishes,frozen fish,,,,,,,,,
long life bakery product,canned vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
dessert,flower (seeds),,,,,,,,,
beef,grapes,,,,,,,,,
shopping bags,cake bar,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
sausage,yogurt,,,,,,,,,
meat,dessert,,,,,,,,,
margarine,yogurt,,,,,,,,,
whipped/sour cream,yogurt,hygiene articles,,,,,,,,
beef,curd,frozen meals,,,,,,,,
misc. beverages,yogurt,misc. beverages,,,,,,,,
butter,other vegetables,,,,,,,,,
chicken,nuts/prunes,,,,,,,,,
condensed milk,waffles,domestic eggs,,,,,,,,
finished products,rolls/buns,,,,,,,,,
red/blush wine,sugar,,,,,,,,,
other vegetables,whole milk,yogurt,bottled water,,,,,,,
tropical fruit,beef,cream cheese ,frozen vegetables,,,,,,,
chicken,curd,,,,,,,,,
beef,root vegetables,,,,,,,,,
cooking chocolate,oil,,,,,,,,,
dessert,napkins,,,,,,,,,
beef,beef,,,,,,,,,
other vegetables,pork,rolls/buns,rolls/buns,,,,,,,
pasta,hamburger meat,dessert,bottled water,,,,,,,
zwieback,cream cheese ,,,,,,,,,
dessert,whole milk,,,,,,,,,
whole milk,specialty bar,newspapers,,,,,,,,
beef,beef,whole milk,,,,,,,,
yogurt,onions,,,,,,,,,
butter,berries,,,,,,,,,
soap,rum,,,,,,,,,
butter,brown bread,,,,,,,,,
pip fruit,chocolate,,,,,,,,,
soda,rolls/buns,shopping bags,,,,,,,,
yogurt,bottled beer,,,,,,,,,
bottled beer,frozen dessert,,,,,,,,,
onions,instant coffee,,,,,,,,,
yogurt,pot plants,,,,,,,,,
other vegetables,domestic eggs,semi-finished bread,,,,,,,,
soda,pastry,bottled water,,,,,,,,
canned beer,ham,,,,,,,,,
rolls/buns,specialty bar,,,,,,,,,
ham,soda,pickled vegetables,,,,,,,,
frozen meals,bottled water,,,,,,,,,
cake bar,butter,,,,,,,,,
tropical fruit,other vegetables,sugar,,,,,,,,
citrus fruit,waffles,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
bottled water,pastry,specialty bar,herbs,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
frankfurter,citrus fruit,margarine,,,,,,,,
domestic eggs,whole milk,napkins,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
tropical fruit,tropical fruit,,,,,,,,,
packaged fruit/vegetables,chocolate,,,,,,,,,
tropical fruit,other vegetables,hygiene articles,brandy,,,,,,,
ice cream,soda,,,,,,,,,
rolls/buns,other vegetables,newspapers,,,,,,,,
specialty chocolate,chewing gum,,,,,,,,,
dessert,pastry,,,,,,,,,
oil,margarine,,,,,,,,,
soda,whole milk,,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
cream cheese ,pudding powder,,,,,,,,,
citrus fruit,butter milk,cream cheese ,,,,,,,,
whole milk,pickled vegetables,soda,,,,,,,,
liquor,brandy,,,,,,,,,
turkey,other vegetables,,,,,,,,,
brown bread,pastry,,,,,,,,,
margarine,processed cheese,,,,,,,,,
yogurt,hamburger meat,,,,,,,,,
herbs,sugar,,,,,,,,,
pork,whole milk,,,,,,,,,
bottled water,margarine,onions,other vegetables,whole milk,,,,,,
citrus fruit,canned beer,hygiene articles,chicken,whole milk,napkins,white wine,UHT-milk,shopping bags,,
specialty cheese,beverages,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
cream cheese ,whole milk,brown bread,whole milk,,,,,,,
soda,citrus fruit,,,,,,,,,
beverages,sugar,,,,,,,,,
whipped/sour cream,sausage,root vegetables,soda,,,,,,,
hamburger meat,sliced cheese,,,,,,,,,
rolls/buns,detergent,shopping bags,,,,,,,,
packaged fruit/vegetables,shopping bags,,,,,,,,,
yogurt,brown bread,,,,,,,,,
coffee,hygiene articles,yogurt,,,,,,,,
dessert,other vegetables,other vegetables,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
bottled beer,ice cream,salty snack,,,,,,,,
whole milk,margarine,,,,,,,,,
whole milk,canned beer,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
rolls/buns,sausage,whole milk,nuts/prunes,,,,,,,
pork,canned beer,,,,,,,,,
soda,sweet spreads,bottled beer,frozen meals,pasta,,,,,,
canned beer,chicken,other vegetables,,,,,,,,
rolls/buns,curd,cat food,,,,,,,,
root vegetables,soda,,,,,,,,,
yogurt,flour,,,,,,,,,
chocolate,pastry,butter,,,,,,,,
margarine,yogurt,,,,,,,,,
sugar,bottled water,,,,,,,,,
tropical fruit,whole milk,nut snack,sliced cheese,,,,,,,
root vegetables,chocolate,candy,,,,,,,,
frankfurter,pastry,canned beer,pastry,,,,,,,
sugar,berries,seasonal products,bottled beer,,,,,,,
whole milk,yogurt,,,,,,,,,
pork,ice cream,yogurt,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
long life bakery product,soda,soda,,,,,,,,
canned beer,canned fish,,,,,,,,,
rolls/buns,butter milk,fruit/vegetable juice,,,,,,,,
citrus fruit,frozen meals,coffee,seasonal products,yogurt,soups,,,,,
yogurt,salty snack,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
chicken,roll products ,,,,,,,,,
pork,rolls/buns,,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
dental care,curd,,,,,,,,,
soda,salt,,,,,,,,,
shopping bags,salty snack,house keeping products,,,,,,,,
white bread,white bread,,,,,,,,,
sliced cheese,pip fruit,,,,,,,,,
citrus fruit,hard cheese,,,,,,,,,
shopping bags,rubbing alcohol,,,,,,,,,
tropical fruit,frozen potato products,,,,,,,,,
pip fruit,processed cheese,yogurt,,,,,,,,
curd,liquor (appetizer),,,,,,,,,
whole milk,yogurt,,,,,,,,,
oil,waffles,,,,,,,,,
frankfurter,ice cream,,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
soda,curd,,,,,,,,,
beverages,whole milk,napkins,,,,,,,,
UHT-milk,tea,,,,,,,,,
UHT-milk,cream cheese ,,,,,,,,,
soda,chocolate,,,,,,,,,
other vegetables,yogurt,Instant food products,,,,,,,,
semi-finished bread,liquor (appetizer),,,,,,,,,
other vegetables,beverages,ice cream,shopping bags,,,,,,,
frankfurter,pork,tropical fruit,pastry,,,,,,,
canned beer,rolls/buns,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
sausage,yogurt,,,,,,,,,
root vegetables,herbs,cereals,,,,,,,,
berries,rolls/buns,,,,,,,,,
chicken,chicken,,,,,,,,,
spices,shopping bags,soda,newspapers,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
beef,white bread,,,,,,,,,
yogurt,pastry,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
zwieback,curd,,,,,,,,,
ham,brown bread,butter,bottled water,,,,,,,
citrus fruit,chicken,,,,,,,,,
onions,domestic eggs,shopping bags,,,,,,,,
domestic eggs,coffee,pastry,,,,,,,,
turkey,soft cheese,other vegetables,canned beer,,,,,,,
frozen vegetables,domestic eggs,,,,,,,,,
semi-finished bread,cereals,,,,,,,,,
sausage,grapes,light bulbs,,,,,,,,
root vegetables,whole milk,,,,,,,,,
sausage,packaged fruit/vegetables,curd,fruit/vegetable juice,,,,,,,
specialty bar,canned beer,,,,,,,,,
citrus fruit,whole milk,beef,shopping bags,,,,,,,
citrus fruit,curd,,,,,,,,,
sausage,bottled beer,,,,,,,,,
canned beer,yogurt,salty snack,,,,,,,,
canned beer,frozen potato products,,,,,,,,,
sausage,other vegetables,hard cheese,,,,,,,,
root vegetables,white bread,meat spreads,,,,,,,,
citrus fruit,soda,,,,,,,,,
frankfurter,brown bread,whole milk,root vegetables,,,,,,,
soda,chocolate,,,,,,,,,
onions,root vegetables,soap,cream cheese ,,,,,,,
meat,whole milk,,,,,,,,,
herbs,domestic eggs,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pip fruit,newspapers,,,,,,,,,
brown bread,hair spray,,,,,,,,,
tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
berries,specialty bar,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
misc. beverages,yogurt,,,,,,,,,
root vegetables,citrus fruit,other vegetables,pork,herbs,,,,,,
soda,domestic eggs,tea,,,,,,,,
soda,frozen vegetables,cream cheese ,,,,,,,,
hamburger meat,sugar,,,,,,,,,
liver loaf,vinegar,whole milk,,,,,,,,
canned beer,sliced cheese,margarine,,,,,,,,
chicken,yogurt,,,,,,,,,
canned beer,flour,,,,,,,,,
pasta,margarine,,,,,,,,,
soda,candy,,,,,,,,,
chicken,whole milk,,,,,,,,,
beef,specialty bar,,,,,,,,,
beef,newspapers,,,,,,,,,
root vegetables,hard cheese,pastry,,,,,,,,
frankfurter,yogurt,,,,,,,,,
pork,UHT-milk,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
soda,dessert,,,,,,,,,
pork,brown bread,,,,,,,,,
condensed milk,bottled water,bottled beer,,,,,,,,
coffee,sauces,,,,,,,,,
dish cleaner,grapes,ketchup,,,,,,,,
soda,semi-finished bread,,,,,,,,,
soda,soda,,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
specialty cheese,brown bread,,,,,,,,,
bottled water,butter milk,,,,,,,,,
whipped/sour cream,ice cream,,,,,,,,,
pip fruit,hamburger meat,butter,yogurt,,,,,,,
soda,margarine,soda,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
chewing gum,softener,,,,,,,,,
meat,pork,other vegetables,other vegetables,root vegetables,other vegetables,pip fruit,margarine,,,
tropical fruit,bottled beer,UHT-milk,root vegetables,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
butter,seasonal products,,,,,,,,,
UHT-milk,bottled water,,,,,,,,,
frozen fish,specialty chocolate,,,,,,,,,
hamburger meat,dish cleaner,,,,,,,,,
root vegetables,dog food,,,,,,,,,
beef,butter milk,,,,,,,,,
chocolate,mustard,white bread,,,,,,,,
dessert,soda,,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
salty snack,kitchen towels,,,,,,,,,
bottled beer,dessert,cling film/bags,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,root vegetables,,,,,,,,,
butter milk,newspapers,,,,,,,,,
misc. beverages,instant coffee,soda,tropical fruit,cling film/bags,,,,,,
pork,whole milk,,,,,,,,,
newspapers,whipped/sour cream,,,,,,,,,
sausage,newspapers,,,,,,,,,
waffles,beverages,,,,,,,,,
beverages,jam,,,,,,,,,
shopping bags,whole milk,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
root vegetables,cream,,,,,,,,,
pork,whole milk,flower (seeds),,,,,,,,
mayonnaise,brown bread,,,,,,,,,
frankfurter,yogurt,other vegetables,herbs,male cosmetics,,,,,,
other vegetables,brown bread,bottled water,specialty bar,,,,,,,
rolls/buns,mayonnaise,,,,,,,,,
whole milk,processed cheese,,,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
curd,red/blush wine,,,,,,,,,
sausage,citrus fruit,butter,specialty bar,salty snack,,,,,,
soda,napkins,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
curd,spices,,,,,,,,,
rolls/buns,chewing gum,,,,,,,,,
frankfurter,margarine,,,,,,,,,
pork,dental care,,,,,,,,,
citrus fruit,brown bread,snack products,napkins,,,,,,,
canned beer,detergent,root vegetables,root vegetables,butter milk,,,,,,
bottled beer,hamburger meat,other vegetables,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
specialty bar,dessert,,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
beverages,other vegetables,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
pork,brown bread,,,,,,,,,
butter milk,frozen vegetables,,,,,,,,,
bottled beer,domestic eggs,,,,,,,,,
pastry,liquor (appetizer),sliced cheese,,,,,,,,
chicken,rolls/buns,,,,,,,,,
yogurt,pastry,,,,,,,,,
citrus fruit,white bread,white bread,,,,,,,,
frankfurter,yogurt,waffles,,,,,,,,
sausage,whole milk,rolls/buns,bottled beer,,,,,,,
male cosmetics,oil,,,,,,,,,
sausage,pastry,,,,,,,,,
beef,ice cream,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
candy,soda,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
frankfurter,soda,canned beer,white bread,brown bread,,,,,,
seasonal products,white wine,,,,,,,,,
soda,salt,,,,,,,,,
frankfurter,female sanitary products,,,,,,,,,
whole milk,soda,,,,,,,,,
newspapers,chicken,pip fruit,,,,,,,,
fish,chocolate,,,,,,,,,
sausage,whole milk,pastry,whole milk,,,,,,,
whole milk,ham,other vegetables,rum,canned beer,,,,,,
white bread,domestic eggs,,,,,,,,,
oil,soda,sliced cheese,,,,,,,,
meat,vinegar,,,,,,,,,
yogurt,bottled water,,,,,,,,,
liver loaf,canned beer,tropical fruit,canned vegetables,,,,,,,
whole milk,other vegetables,,,,,,,,,
hygiene articles,napkins,,,,,,,,,
whole milk,flour,,,,,,,,,
sausage,house keeping products,,,,,,,,,
meat,dessert,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
yogurt,roll products ,,,,,,,,,
softener,yogurt,cling film/bags,,,,,,,,
white bread,domestic eggs,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
ham,dessert,,,,,,,,,
pork,newspapers,napkins,,,,,,,,
domestic eggs,dessert,,,,,,,,,
dishes,bottled water,spread cheese,sugar,,,,,,,
meat,pasta,,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
bottled beer,newspapers,pickled vegetables,mustard,,,,,,,
shopping bags,red/blush wine,butter,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
white bread,butter,,,,,,,,,
whole milk,butter,,,,,,,,,
whole milk,sausage,pastry,spices,soda,,,,,,
other vegetables,dishes,,,,,,,,,
bottled water,sliced cheese,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
meat,pasta,,,,,,,,,
pastry,bottled beer,,,,,,,,,
bottled beer,specialty chocolate,,,,,,,,,
chicken,ice cream,,,,,,,,,
canned beer,berries,butter,baking powder,,,,,,,
beef,long life bakery product,,,,,,,,,
soda,brandy,,,,,,,,,
canned beer,cooking chocolate,white bread,curd,mustard,chocolate,,,,,
hamburger meat,bottled beer,,,,,,,,,
frozen vegetables,other vegetables,,,,,,,,,
beef,pasta,,,,,,,,,
berries,sliced cheese,,,,,,,,,
butter milk,whole milk,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
liquor (appetizer),hard cheese,yogurt,,,,,,,,
sausage,salt,,,,,,,,,
whole milk,yogurt,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
meat spreads,bottled beer,,,,,,,,,
ham,processed cheese,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
sausage,tropical fruit,pork,rolls/buns,,,,,,,
frozen meals,brown bread,other vegetables,curd cheese,,,,,,,
packaged fruit/vegetables,semi-finished bread,,,,,,,,,
salty snack,dessert,,,,,,,,,
whole milk,whole milk,sauces,,,,,,,,
canned beer,chocolate,,,,,,,,,
pork,hamburger meat,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
herbs,white bread,,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
whole milk,bottled beer,rolls/buns,,,,,,,,
other vegetables,sugar,,,,,,,,,
UHT-milk,specialty cheese,,,,,,,,,
shopping bags,soda,,,,,,,,,
chicken,citrus fruit,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
pork,rolls/buns,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
ham,rolls/buns,,,,,,,,,
whole milk,whole milk,,,,,,,,,
root vegetables,waffles,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
pip fruit,butter,,,,,,,,,
sausage,brandy,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
spread cheese,whole milk,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
canned vegetables,whole milk,,,,,,,,,
candy,roll products ,frozen vegetables,,,,,,,,
long life bakery product,root vegetables,,,,,,,,,
sausage,napkins,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
root vegetables,soda,,,,,,,,,
softener,chocolate,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
other vegetables,citrus fruit,semi-finished bread,softener,,,,,,,
coffee,packaged fruit/vegetables,,,,,,,,,
seasonal products,onions,,,,,,,,,
meat,sugar,margarine,cat food,,,,,,,
waffles,ketchup,candy,,,,,,,,
misc. beverages,bottled water,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
hard cheese,soda,,,,,,,,,
dessert,condensed milk,rolls/buns,shopping bags,,,,,,,
whole milk,margarine,,,,,,,,,
pork,pip fruit,,,,,,,,,
pastry,waffles,,,,,,,,,
whole milk,yogurt,,,,,,,,,
butter milk,bottled beer,soda,,,,,,,,
bottled beer,bottled water,,,,,,,,,
salty snack,soups,,,,,,,,,
other vegetables,spread cheese,,,,,,,,,
bottled water,sliced cheese,,,,,,,,,
yogurt,cookware,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
rolls/buns,citrus fruit,,,,,,,,,
frankfurter,canned fish,,,,,,,,,
coffee,hamburger meat,brown bread,detergent,,,,,,,
berries,baking powder,,,,,,,,,
pet care,whole milk,curd,frozen vegetables,,,,,,,
other vegetables,whole milk,pork,onions,,,,,,,
tropical fruit,pip fruit,rolls/buns,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
whole milk,whole milk,,,,,,,,,
salty snack,canned beer,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
oil,brown bread,bottled beer,,,,,,,,
coffee,dishes,,,,,,,,,
yogurt,newspapers,,,,,,,,,
pork,liquor,,,,,,,,,
yogurt,newspapers,,,,,,,,,
sausage,salt,,,,,,,,,
brown bread,oil,,,,,,,,,
sausage,shopping bags,,,,,,,,,
candy,curd,,,,,,,,,
rolls/buns,bottled water,other vegetables,finished products,other vegetables,butter,yogurt,rolls/buns,citrus fruit,,
butter,dish cleaner,,,,,,,,,
beef,misc. beverages,,,,,,,,,
tropical fruit,frozen dessert,,,,,,,,,
hamburger meat,root vegetables,bottled beer,,,,,,,,
whole milk,male cosmetics,,,,,,,,,
pip fruit,chewing gum,yogurt,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
frozen vegetables,rolls/buns,,,,,,,,,
berries,canned fish,waffles,,,,,,,,
whole milk,spread cheese,bottled water,onions,,,,,,,
onions,sauces,,,,,,,,,
candy,rolls/buns,coffee,yogurt,,,,,,,
citrus fruit,other vegetables,pip fruit,pork,soda,yogurt,herbs,red/blush wine,,,
salty snack,butter milk,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
newspapers,cream,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
whipped/sour cream,instant coffee,,,,,,,,,
ice cream,Instant food products,long life bakery product,,,,,,,,
sausage,tropical fruit,bottled beer,fruit/vegetable juice,,,,,,,
meat,grapes,,,,,,,,,
beef,frankfurter,root vegetables,specialty fat,domestic eggs,,,,,,
tropical fruit,detergent,,,,,,,,,
butter milk,yogurt,yogurt,margarine,,,,,,,
whole milk,beef,,,,,,,,,
kitchen towels,rolls/buns,,,,,,,,,
sugar,cream cheese ,,,,,,,,,
pork,rolls/buns,,,,,,,,,
frankfurter,sausage,packaged fruit/vegetables,yogurt,bottled beer,shopping bags,,,,,
pip fruit,other vegetables,flour,,,,,,,,
pot plants,rolls/buns,,,,,,,,,
pork,rolls/buns,yogurt,brown bread,,,,,,,
sausage,pastry,,,,,,,,,
tropical fruit,condensed milk,,,,,,,,,
sausage,pickled vegetables,,,,,,,,,
soda,beverages,,,,,,,,,
tropical fruit,butter,hamburger meat,rolls/buns,soda,shopping bags,,,,,
whole milk,dog food,pastry,,,,,,,,
whole milk,bottled water,,,,,,,,,
yogurt,pastry,kitchen towels,,,,,,,,
bottled beer,sliced cheese,,,,,,,,,
female sanitary products,margarine,,,,,,,,,
cake bar,red/blush wine,,,,,,,,,
white wine,whole milk,,,,,,,,,
root vegetables,fruit/vegetable juice,bottled water,soda,,,,,,,
other vegetables,bottled water,,,,,,,,,
tropical fruit,yogurt,curd,margarine,,,,,,,
pot plants,citrus fruit,whipped/sour cream,,,,,,,,
other vegetables,rolls/buns,onions,whole milk,,,,,,,
berries,soda,,,,,,,,,
pork,cake bar,,,,,,,,,
citrus fruit,yogurt,citrus fruit,other vegetables,,,,,,,
other vegetables,onions,shopping bags,,,,,,,,
pip fruit,domestic eggs,,,,,,,,,
yogurt,butter,whole milk,,,,,,,,
beef,whole milk,frozen meals,,,,,,,,
beverages,whole milk,,,,,,,,,
chocolate,whipped/sour cream,brown bread,,,,,,,,
beverages,canned fish,,,,,,,,,
frankfurter,pork,rolls/buns,grapes,,,,,,,
soda,waffles,,,,,,,,,
citrus fruit,specialty chocolate,,,,,,,,,
root vegetables,soda,,,,,,,,,
finished products,domestic eggs,,,,,,,,,
canned beer,other vegetables,salty snack,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
canned beer,chocolate,,,,,,,,,
rolls/buns,brown bread,whole milk,pasta,curd,butter milk,,,,,
frankfurter,brandy,,,,,,,,,
pork,canned beer,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
newspapers,roll products ,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
rolls/buns,cream cheese ,margarine,,,,,,,,
white bread,curd cheese,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
oil,fruit/vegetable juice,domestic eggs,,,,,,,,
snack products,soups,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
pet care,butter milk,,,,,,,,,
canned beer,sausage,butter,other vegetables,salty snack,,,,,,
berries,herbs,,,,,,,,,
soda,other vegetables,,,,,,,,,
yogurt,salty snack,,,,,,,,,
other vegetables,spices,,,,,,,,,
chicken,grapes,,,,,,,,,
processed cheese,brandy,,,,,,,,,
domestic eggs,butter,,,,,,,,,
ham,whole milk,,,,,,,,,
frozen meals,dish cleaner,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
pastry,Instant food products,,,,,,,,,
seasonal products,other vegetables,,,,,,,,,
frozen fish,whole milk,tropical fruit,butter,coffee,,,,,,
chicken,shopping bags,other vegetables,whole milk,,,,,,,
salty snack,specialty bar,brown bread,instant coffee,,,,,,,
beef,pot plants,frozen meals,,,,,,,,
cake bar,butter milk,,,,,,,,,
whole milk,soda,root vegetables,pastry,specialty fat,bottled water,napkins,tropical fruit,,,
rolls/buns,detergent,,,,,,,,,
sausage,chicken,margarine,yogurt,,,,,,,
kitchen towels,shopping bags,,,,,,,,,
specialty chocolate,soda,pet care,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
misc. beverages,shopping bags,yogurt,,,,,,,,
rolls/buns,cereals,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
hard cheese,mayonnaise,,,,,,,,,
whole milk,detergent,soda,,,,,,,,
soda,pip fruit,sugar,brown bread,,,,,,,
whole milk,baking powder,,,,,,,,,
Instant food products,soda,,,,,,,,,
ham,citrus fruit,,,,,,,,,
yogurt,whole milk,,,,,,,,,
other vegetables,soda,fruit/vegetable juice,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
turkey,packaged fruit/vegetables,,,,,,,,,
beef,coffee,,,,,,,,,
curd,whole milk,,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
yogurt,citrus fruit,ice cream,soups,,,,,,,
other vegetables,pastry,,,,,,,,,
frankfurter,other vegetables,butter,frozen vegetables,,,,,,,
whipped/sour cream,berries,cream cheese ,,,,,,,,
root vegetables,butter,,,,,,,,,
cream cheese ,pastry,,,,,,,,,
root vegetables,rolls/buns,UHT-milk,packaged fruit/vegetables,,,,,,,
curd,soft cheese,,,,,,,,,
beverages,whole milk,semi-finished bread,domestic eggs,,,,,,,
pork,shopping bags,,,,,,,,,
whole milk,butter,newspapers,chewing gum,,,,,,,
yogurt,newspapers,,,,,,,,,
whole milk,canned beer,newspapers,whipped/sour cream,,,,,,,
whole milk,other vegetables,,,,,,,,,
